Date,Open,High,Low,Close,Adj Close,Volume
2020-04-14,51.702499,52.657501,51.250000,51.827499,51.827499,2925600
2020-04-15,51.062500,51.637501,50.380001,51.047501,51.047501,1908800
2020-04-16,51.250000,52.689999,50.750000,51.302502,51.302502,3095600
2020-04-17,52.492500,52.955002,51.362499,52.505001,52.505001,2857200
2020-04-20,52.297501,53.509998,52.005001,52.997501,52.997501,2415600
2020-04-21,52.520000,52.680000,50.000000,50.012501,50.012501,2879600
2020-04-22,51.720001,53.202499,51.257500,52.842499,52.842499,2318000
2020-04-23,52.814999,53.415001,52.062500,52.307499,52.307499,1560000
2020-04-24,52.834999,54.230000,52.652748,54.202499,54.202499,2517200
2020-04-27,54.750000,55.152500,53.936249,54.477501,54.477501,2539600
2020-04-28,55.000000,55.422501,54.287498,54.507500,54.507500,2605200
2020-04-29,55.457500,56.000000,55.127499,55.509998,55.509998,4322800
2020-04-30,55.200001,55.334999,54.272499,54.825001,54.825001,2977600
2020-05-01,53.965000,54.007500,51.430000,51.910000,51.910000,3046800
2020-05-04,51.700001,52.750000,51.377499,52.750000,52.750000,2449200
2020-05-05,53.412498,55.387501,53.127499,55.110001,55.110001,5024000
2020-05-06,51.625000,53.062500,50.312500,52.002499,52.002499,9960400
2020-05-07,53.055000,53.634998,52.410000,52.607498,52.607498,4416800
2020-05-08,53.320000,54.692501,52.982498,54.502499,54.502499,4338800
2020-05-11,54.282501,56.389999,53.830002,56.145000,56.145000,3231600
2020-05-12,57.027500,57.377499,55.172501,55.275002,55.275002,3731200
2020-05-13,55.205002,55.965000,52.272499,53.430000,53.430000,4165600
2020-05-14,52.459999,53.137501,50.650002,51.397499,51.397499,3148800
2020-05-15,50.882500,52.744999,50.741249,52.612499,52.612499,3290000
2020-05-18,53.817501,54.797501,53.500000,53.904999,53.904999,2186400
2020-05-19,53.869999,55.297501,53.660000,54.939999,54.939999,1964400
2020-05-20,55.619999,56.395000,55.485001,56.174999,56.174999,2905200
2020-05-21,55.750000,56.652500,55.592499,55.770000,55.770000,2226000
2020-05-22,56.235001,56.450001,54.587502,55.042500,55.042500,1914400
2020-05-26,56.000000,56.843750,55.507500,55.587502,55.587502,1676000
2020-05-27,55.820000,56.860001,54.692501,56.827499,56.827499,1860400
2020-05-28,56.849998,57.327499,55.597500,55.730000,55.730000,2451600
2020-05-29,55.922501,58.610001,55.625000,58.365002,58.365002,3850400
2020-06-01,58.247501,59.000000,57.560001,58.660000,58.660000,2163600
2020-06-02,58.674999,58.674999,56.500000,57.612499,57.612499,3535600
2020-06-03,57.599998,58.240002,57.020748,57.817501,57.817501,2466000
2020-06-04,57.270000,58.231251,56.597500,57.165001,57.165001,1800400
2020-06-05,58.500000,59.297501,58.224998,58.792500,58.792500,2203600
2020-06-08,58.764999,59.250000,57.612499,57.947498,57.947498,1726000
2020-06-09,57.799999,58.619999,57.387501,57.849998,57.849998,1714800
2020-06-10,58.064999,58.740002,57.404999,58.192501,58.192501,1388800
2020-06-11,57.000000,57.000000,54.412498,54.700001,54.700001,3523600
2020-06-12,56.502499,56.849998,54.452499,55.695000,55.695000,2464400
2020-06-15,54.497501,56.674999,53.959999,56.462502,56.462502,1731200
2020-06-16,58.520000,58.820000,56.987499,57.389999,57.389999,2076800
2020-06-17,57.632500,57.848251,56.536251,56.634998,56.634998,2291200
2020-06-18,55.794998,56.129749,54.002499,54.862499,54.862499,4584800
2020-06-19,55.750000,55.820000,53.442501,54.502499,54.502499,4768400
2020-06-22,54.395000,54.924999,53.952499,54.217499,54.217499,2158000
2020-06-23,54.849998,54.849998,53.115002,53.904999,53.904999,3338800
2020-06-24,53.722500,54.110001,51.790001,52.312500,52.312500,3812800
2020-06-25,52.105000,53.112499,51.532501,52.994999,52.994999,2098400
2020-06-26,52.967499,53.185249,51.924999,52.657501,52.657501,4072400
2020-06-29,52.834999,52.834999,51.180000,51.727501,51.727501,3062400
2020-06-30,51.875000,53.102501,51.799999,52.507500,52.507500,3189600
2020-07-01,52.647499,52.744999,51.822498,52.360001,52.360001,2627200
2020-07-02,52.862499,53.250000,52.185501,52.627499,52.627499,1945600
2020-07-06,53.692501,54.075001,53.275002,53.612499,53.612499,1820400
2020-07-07,52.985001,53.845001,52.564999,52.695000,52.695000,1665600
2020-07-08,52.762501,53.752499,52.762501,53.525002,53.525002,1548800
2020-07-09,53.845001,54.855000,53.302502,54.697498,54.697498,1838400
2020-07-10,54.487499,54.487499,53.099998,54.027500,54.027500,1534800
2020-07-13,54.712502,54.910000,52.740002,52.825001,52.825001,1755200
2020-07-14,52.750000,54.012501,52.165001,53.932499,53.932499,1728400
2020-07-15,54.702499,55.062500,53.514999,53.785000,53.785000,1793200
2020-07-16,53.282501,53.820000,52.327499,53.779999,53.779999,1681600
2020-07-17,54.145000,55.182499,53.997501,54.892502,54.892502,1508400
2020-07-20,54.882500,56.597500,54.750000,56.360001,56.360001,1832800
2020-07-21,56.637501,57.404999,56.154751,57.197498,57.197498,2908800
2020-07-22,57.172501,59.187500,56.799999,58.457500,58.457500,2582000
2020-07-23,58.275002,60.579498,58.187500,59.825001,59.825001,3418800
2020-07-24,58.075001,59.647499,57.687500,59.202499,59.202499,2025600
2020-07-27,59.557499,62.092499,59.522499,61.457500,61.457500,3180000
2020-07-28,61.115002,61.215000,60.127499,60.209999,60.209999,1391200
2020-07-29,60.520000,61.892502,60.430000,61.730000,61.730000,1805600
2020-07-30,60.827499,62.525002,60.520000,62.347500,62.347500,1879600
2020-07-31,63.347500,64.949997,62.502499,64.942497,64.942497,3657200
2020-08-03,65.000000,65.500000,64.320000,65.127502,65.127502,3047600
2020-08-04,64.824997,66.824997,64.824997,65.997498,65.997498,4548000
2020-08-05,62.000000,62.002499,58.527500,58.782501,58.782501,10001200
2020-08-06,59.452499,60.173248,58.373749,59.095001,59.095001,3494000
2020-08-07,58.755001,58.882500,57.105000,57.700001,57.700001,4320000
2020-08-10,57.590000,57.813751,55.482498,55.617500,55.617500,5028800
2020-08-11,56.165001,56.191250,54.807499,54.994999,54.994999,4444000
2020-08-12,55.119999,55.627750,53.957500,54.060001,54.060001,3158400
2020-08-13,53.355000,54.395000,53.012501,54.077499,54.077499,5105600
2020-08-14,54.060001,54.182499,53.160000,53.167500,53.167500,4397200
2020-08-17,53.492500,54.497501,53.235001,53.752499,53.752499,2418000
2020-08-18,53.820000,54.910000,53.380001,54.865002,54.865002,3172800
2020-08-19,55.000000,55.840000,54.914249,55.162498,55.162498,2802800
2020-08-20,54.877499,55.852501,54.607498,55.345001,55.345001,2332800
2020-08-21,54.935001,55.750000,54.647499,55.642502,55.642502,2103600
2020-08-24,55.972500,56.532501,54.275002,54.707500,54.707500,2353200
2020-08-25,54.555000,55.152500,54.404999,54.857498,54.857498,1578000
2020-08-26,55.250000,55.532501,54.556751,55.512501,55.512501,1486400
2020-08-27,55.750000,56.070000,55.067501,55.544998,55.544998,2842800
2020-08-28,55.502499,56.340000,55.032501,55.509998,55.509998,2194800
2020-08-31,55.369999,56.052502,54.845001,55.862499,55.862499,2180800
2020-09-01,56.035000,56.042500,55.139999,56.025002,56.025002,2112000
2020-09-02,56.099998,57.402500,55.840000,57.130001,57.130001,1938400
2020-09-03,56.165001,56.240002,53.125000,54.205002,54.205002,3930000
2020-09-04,54.142502,54.474998,51.570000,52.775002,52.775002,3262000
2020-09-08,51.472500,52.512501,51.332500,51.797501,51.797501,3531200
2020-09-09,52.680000,53.275002,52.029999,52.952499,52.952499,2972000
2020-09-10,53.072498,53.799999,51.487499,51.532501,51.532501,2925200
2020-09-11,51.939999,52.302502,50.606251,50.952499,50.952499,2844000
2020-09-14,51.709999,52.103748,51.250000,51.382500,51.382500,1906400
2020-09-15,51.275002,51.842499,50.919998,51.595001,51.595001,2356800
2020-09-16,51.779999,52.227501,51.447498,51.452499,51.452499,2170800
2020-09-17,50.744999,51.160000,50.369999,50.615002,50.615002,3400000
2020-09-18,50.669998,50.924999,49.362499,50.244999,50.244999,6640800
2020-09-21,49.507500,49.602501,48.332500,48.775002,48.775002,3589600
2020-09-22,49.002499,50.207500,48.240002,49.982498,49.982498,2771600
2020-09-23,50.599998,50.820000,49.389999,49.619999,49.619999,2928000
2020-09-24,49.197498,50.314999,49.080002,49.615002,49.615002,1750400
2020-09-25,49.750000,50.402500,49.285000,50.160000,50.160000,1724400
2020-09-28,50.709999,51.846249,50.327499,51.262501,51.262501,3164800
2020-09-29,51.270000,53.000000,51.237499,52.615002,52.615002,2705600
2020-09-30,52.615002,52.887501,51.278751,51.732498,51.732498,3567200
2020-10-01,52.125000,52.312500,51.270000,51.762501,51.762501,2670400
2020-10-02,50.875000,52.797501,50.702499,50.974998,50.974998,1972800
2020-10-05,51.437500,51.939999,51.049999,51.500000,51.500000,1916400
2020-10-06,51.352501,52.702751,51.352501,51.700001,51.700001,2049200
2020-10-07,52.307499,53.362499,51.976250,52.997501,52.997501,1565200
2020-10-08,55.250000,57.185001,54.869999,55.622501,55.622501,4621200
2020-10-09,56.157501,57.000000,55.625000,56.902500,56.902500,2152800
2020-10-12,56.125000,57.256248,55.145000,57.062500,57.062500,3828400
2020-10-13,56.875000,57.183750,56.236252,56.459999,56.459999,1873200
2020-10-14,57.025002,58.320000,56.549999,57.007500,57.007500,2426000
2020-10-15,55.840000,56.557499,55.535000,56.557499,56.557499,1861200
2020-10-16,56.610001,56.691250,55.687500,56.362499,56.362499,1695600
2020-10-19,56.737499,56.763748,55.337502,55.407501,55.407501,1800400
2020-10-20,55.830002,56.320000,55.052502,55.494999,55.494999,1918400
2020-10-21,54.547501,55.442749,53.277500,53.577499,53.577499,3540400
2020-10-22,53.705002,54.207500,52.660000,53.492500,53.492500,2130800
2020-10-23,53.500000,54.720001,52.647499,53.527500,53.527500,2073600
2020-10-26,53.064999,53.494999,51.152500,52.217499,52.217499,2664400
2020-10-27,52.562500,53.165001,52.132500,52.637501,52.637501,1923200
2020-10-28,51.647499,51.895000,50.757500,51.095001,51.095001,3092800
2020-10-29,51.082500,51.427502,50.330002,50.790001,50.790001,2437200
2020-10-30,52.500000,53.172501,50.087502,52.224998,52.224998,6645200
2020-11-02,52.500000,54.702499,51.926998,54.029999,54.029999,6803600
2020-11-03,60.779999,64.752502,59.811249,62.372501,62.372501,15318800
2020-11-04,62.125000,64.614998,62.002499,63.610001,63.610001,4462000
2020-11-05,64.059998,64.714996,63.257500,64.250000,64.250000,3917600
2020-11-06,63.959999,65.889999,63.647499,65.750000,65.750000,3526800
2020-11-09,66.449997,67.627502,65.364998,65.419998,65.419998,3637600
2020-11-10,64.474998,65.231003,63.917500,64.349998,64.349998,2958400
2020-11-11,64.750000,66.617500,64.437500,66.302498,66.302498,2221600
2020-11-12,65.932503,67.309998,65.653748,66.772499,66.772499,1967600
2020-11-13,67.779999,68.580002,66.787498,68.464996,68.464996,2415200
2020-11-16,68.750000,69.047501,67.537498,68.315002,68.315002,2586000
2020-11-17,68.025002,69.510002,67.937500,69.445000,69.445000,2632800
2020-11-18,69.717499,70.087502,67.952499,68.007500,68.007500,2360400
2020-11-19,67.970001,68.267502,67.264999,68.217499,68.217499,1567200
2020-11-20,68.250000,68.525002,67.057503,67.125000,67.125000,2070000
2020-11-23,66.742500,67.737503,66.252502,67.114998,67.114998,1922000
2020-11-24,67.614998,68.297501,67.110001,68.077499,68.077499,2106000
2020-11-25,68.300003,68.680000,67.502502,67.637497,67.637497,1271200
2020-11-27,68.025002,68.431252,67.095001,68.139999,68.139999,1101200
2020-11-30,68.120003,68.722504,66.845001,67.675003,67.675003,2987200
2020-12-01,67.500000,68.430000,67.122498,68.250000,68.250000,1855200
2020-12-02,67.750000,68.212502,67.402496,67.894997,67.894997,1654800
2020-12-03,67.627502,68.114998,67.252502,67.422501,67.422501,1516000
2020-12-04,67.459999,67.977501,67.129997,67.527496,67.527496,1635200
2020-12-07,67.722504,68.932503,67.362503,68.902496,68.902496,2476000
2020-12-08,69.487503,72.250000,69.392502,70.925003,70.925003,4558000
2020-12-09,70.822502,71.135002,69.147499,69.397499,69.397499,1763600
2020-12-10,69.067497,69.577499,68.504997,69.092499,69.092499,1884000
2020-12-11,69.070000,70.250000,68.790001,69.334999,69.334999,2442000
2020-12-14,69.434998,70.867500,68.555000,68.620003,68.620003,2052000
2020-12-15,69.307503,70.074997,69.178749,69.897499,69.897499,2456800
2020-12-16,71.387497,73.375000,71.067497,71.425003,71.425003,4054400
2020-12-17,71.447502,71.849998,70.500000,71.342499,71.342499,2296000
2020-12-18,71.897499,72.745003,71.172501,71.930000,71.930000,5032800
2020-12-21,70.839996,71.860001,69.852501,71.815002,71.815002,2016000
2020-12-22,71.777496,73.029999,71.743752,72.705002,72.705002,2620400
2020-12-23,72.527496,73.102501,71.597504,71.622498,71.622498,1344000
2020-12-24,72.172501,72.345001,71.492500,72.209999,72.209999,407200
2020-12-28,73.055000,73.445000,72.652496,72.735001,72.735001,1826800
2020-12-29,72.947502,73.125000,71.675003,71.875000,71.875000,1045600
2020-12-30,72.324997,73.195000,72.012497,72.239998,72.239998,1333600
2020-12-31,72.500000,72.712502,71.904999,72.642502,72.642502,1241600
2021-01-04,72.690002,72.900002,70.107498,70.790001,70.790001,3256800
2021-01-05,70.957497,71.980003,70.957497,71.502502,71.502502,2236000
2021-01-06,72.872498,73.062500,71.022499,71.467499,71.467499,2918000
2021-01-07,73.237503,74.044998,72.511253,73.992500,73.992500,3533200
2021-01-08,74.440002,76.805000,74.332497,76.529999,76.529999,4416800
2021-01-11,75.592499,76.055000,75.137497,75.739998,75.739998,2084400
2021-01-12,75.739998,79.222504,75.669998,79.070000,79.070000,3714000
2021-01-13,78.290001,78.536247,77.073753,77.407501,77.407501,1781200
2021-01-14,78.002502,80.063751,77.699997,78.275002,78.275002,2269200
2021-01-15,78.375000,79.885002,77.406998,79.267502,79.267502,2949600
2021-01-19,79.709999,79.750000,78.065002,79.489998,79.489998,1905200
2021-01-20,80.084999,80.084999,78.303749,78.612503,78.612503,1590800
2021-01-21,78.839996,79.247498,77.213997,77.915001,77.915001,1696400
2021-01-22,77.772499,78.123749,76.967499,77.802498,77.802498,1894000
2021-01-25,78.940002,79.025002,76.567253,76.922501,76.922501,1986800
2021-01-26,77.242500,77.307503,76.302498,76.750000,76.750000,2335600
2021-01-27,76.235001,77.199997,75.207497,76.422501,76.422501,5153200
2021-01-28,76.209999,77.709999,75.797501,77.342499,77.342499,2552000
2021-01-29,77.195000,78.849998,76.541252,76.889999,76.889999,2772800
2021-02-01,77.500000,79.885002,77.480003,79.050003,79.050003,2410400
2021-02-02,79.500000,80.092499,78.692497,79.107498,79.107498,1804800
2021-02-03,79.312500,79.712502,78.425003,79.190002,79.190002,1574800
2021-02-04,79.250000,80.035004,78.555000,79.995003,79.995003,1499200
2021-02-05,80.349998,80.958748,79.800003,80.477501,80.477501,2062800
2021-02-08,80.822502,81.168251,79.647499,80.022499,80.022499,1320400
2021-02-09,80.059998,80.277000,79.495003,79.997498,79.997498,1307600
2021-02-10,80.425003,80.425003,78.639999,79.637497,79.637497,2095200
2021-02-11,79.815002,79.989998,78.570000,79.512497,79.512497,1597600
2021-02-12,79.612503,80.879997,78.837502,80.827499,80.827499,1816400
2021-02-16,81.250000,81.550003,79.522499,79.665001,79.665001,1660400
2021-02-17,78.889999,79.117500,76.760002,78.052498,78.052498,1953200
2021-02-18,77.044998,77.893753,76.337502,77.212502,77.212502,2479600
2021-02-19,81.250000,81.650002,76.427498,77.737503,77.737503,5669600
2021-02-22,76.897499,76.987503,72.871246,73.040001,73.040001,5592800
2021-02-23,69.724998,72.209999,67.565002,71.769997,71.769997,5636400
2021-02-24,70.925003,72.307503,70.000000,71.589996,71.589996,2120800
2021-02-25,71.712502,72.077499,69.769997,70.065002,70.065002,2345600
2021-02-26,70.517502,71.177498,69.352501,69.959999,69.959999,2575200
2021-03-01,70.625000,72.264999,70.580002,71.985001,71.985001,2034800
2021-03-02,72.055000,72.072502,70.635002,71.074997,71.074997,2496800
2021-03-03,71.205002,71.205002,69.324997,69.735001,69.735001,2085200
2021-03-04,69.367500,69.917503,66.317497,67.815002,67.815002,3415600
2021-03-05,67.977501,68.639999,65.519997,68.264999,68.264999,3166400
2021-03-08,68.169998,69.277496,66.934998,66.957497,66.957497,2003200
2021-03-09,67.692497,69.707497,67.639999,69.007500,69.007500,1831200
2021-03-10,69.907501,70.000000,68.000000,68.022499,68.022499,2179200
2021-03-11,69.507500,69.900002,68.750000,68.894997,68.894997,1908000
2021-03-12,68.955002,70.165001,68.502502,69.902496,69.902496,2086800
2021-03-15,70.222504,72.192497,70.222504,71.657501,71.657501,1925200
2021-03-16,71.904999,72.190002,71.144997,71.757500,71.757500,1709600
2021-03-17,70.849998,72.852501,70.372498,72.332497,72.332497,2476400
2021-03-18,71.320000,72.250000,70.904999,70.949997,70.949997,2102400
2021-03-19,71.232498,72.150002,70.532501,71.305000,71.305000,3767600
2021-03-22,71.282501,73.152496,71.000000,72.562500,72.562500,2330800
2021-03-23,72.559998,72.982498,71.097504,71.502502,71.502502,1614800
2021-03-24,71.627502,72.430000,71.103752,71.114998,71.114998,1570000
2021-03-25,70.997498,73.025002,70.547501,73.000000,73.000000,2317200
2021-03-26,73.532501,77.849998,73.156250,77.817497,77.817497,3569600
2021-03-29,77.637497,78.824997,76.117500,76.922501,76.922501,2148000
2021-03-30,76.232498,76.237503,74.437500,74.714996,74.714996,2960000
2021-03-31,75.087502,76.290001,74.300003,75.472504,75.472504,1982800
2021-04-01,76.014999,78.000000,75.855003,77.010002,77.010002,1578400
2021-04-05,77.815002,78.349998,77.012497,77.904999,77.904999,1583600
2021-04-06,77.502502,77.614998,76.839996,76.967499,76.967499,1652000
2021-04-07,77.084999,77.334999,76.302498,76.955002,76.955002,1090800
2021-04-08,77.720001,77.892502,76.464996,77.812500,77.812500,1070000
2021-04-09,78.027496,78.910004,77.703751,78.887497,78.887497,1223200
2021-04-12,78.750000,79.114998,77.841248,78.502502,78.502502,1282400
2021-04-13,79.160004,80.247498,78.422501,78.582497,78.582497,1445600
2021-04-14,78.472504,79.035004,77.863747,78.117500,78.117500,907600
2021-04-15,78.557503,78.739998,77.620003,78.709999,78.709999,1140000
2021-04-16,78.959999,79.440002,78.557503,79.167503,79.167503,845200
2021-04-19,79.212502,79.512497,78.596252,78.702499,78.702499,1014800
2021-04-20,78.242500,78.379997,77.042503,77.382500,77.382500,1329200
2021-04-21,77.845001,79.117500,77.402496,79.105003,79.105003,820800
2021-04-22,78.930000,79.082497,77.800003,78.207497,78.207497,1732800
2021-04-23,78.750000,79.904999,78.608749,79.660004,79.660004,1035200
2021-04-26,79.652496,80.686752,79.552498,80.267502,80.267502,1350000
2021-04-27,80.567497,80.567497,79.324997,79.754997,79.754997,1202800
2021-04-28,79.995003,80.217499,79.324997,80.190002,80.190002,1053200
2021-04-29,80.012497,80.847504,79.165001,80.627502,80.627502,1653600
2021-04-30,80.070000,80.279999,78.629997,78.792503,78.792503,2153600
2021-05-03,78.955002,79.620003,77.849998,78.677498,78.677498,1485600
2021-05-04,77.577499,77.870003,75.650002,76.385002,76.385002,2336000
2021-05-05,79.102501,80.614998,77.300003,79.184998,79.184998,3065600
2021-05-06,79.000000,81.879997,79.000000,81.815002,81.815002,2795200
2021-05-07,82.372498,82.750000,81.387497,82.129997,82.129997,1881200
2021-05-10,82.500000,82.962502,81.050003,81.550003,81.550003,1875600
2021-05-11,80.099998,82.190002,79.807503,81.684998,81.684998,2459200
2021-05-12,80.684998,80.916252,78.660004,78.942497,78.942497,1504400
2021-05-13,79.642502,80.262497,78.332497,79.470001,79.470001,1660800
2021-05-14,80.412498,82.187500,79.934998,81.595001,81.595001,1497600
2021-05-17,81.142502,81.805000,80.852501,81.447502,81.447502,850400
2021-05-18,81.807503,82.330002,81.213753,81.419998,81.419998,1068400
2021-05-19,80.320000,81.397499,79.625000,80.892502,80.892502,1244800
2021-05-20,81.120003,84.650002,80.430000,83.982498,83.982498,2140000
2021-05-21,83.202499,84.272499,81.910004,83.032501,83.032501,1764000
2021-05-24,83.750000,84.897499,83.540001,84.114998,84.114998,1048000
2021-05-25,84.222504,85.099998,84.172501,84.574997,84.574997,1142400
2021-05-26,84.500000,85.147499,83.962502,84.614998,84.614998,1051600
2021-05-27,84.820000,85.057503,84.217499,84.279999,84.279999,1624800
2021-05-28,85.000000,85.397499,84.642502,84.845001,84.845001,1131600
2021-06-01,84.657501,84.881248,83.672501,83.717499,83.717499,1200400
2021-06-02,84.017502,84.017502,82.940002,83.542503,83.542503,1976800
2021-06-03,83.525002,86.372498,83.415001,85.967499,85.967499,2550000
2021-06-04,86.250000,88.050003,86.250000,87.580002,87.580002,1940400
2021-06-07,87.580002,88.139999,87.152496,88.127502,88.127502,1360400
2021-06-08,88.199997,89.330002,87.820000,88.680000,88.680000,1546400
2021-06-09,88.985001,90.117500,88.841248,89.932503,89.932503,1924400
2021-06-10,89.927498,92.352501,89.375000,92.290001,92.290001,2504800
2021-06-11,92.500000,92.512497,90.334999,90.997498,90.997498,2088800
2021-06-14,90.742500,91.272499,90.294998,91.224998,91.224998,1458000
2021-06-15,91.410004,91.455002,90.142502,90.434998,90.434998,1176800
2021-06-16,90.687500,92.120003,90.105003,91.964996,91.964996,1676400
2021-06-17,92.052498,93.622498,91.927498,92.510002,92.510002,2798800
2021-06-18,91.930000,92.415001,90.415001,90.727501,90.727501,4634000
2021-06-21,91.440002,93.375000,90.727501,92.375000,92.375000,1708000
2021-06-22,92.150002,92.288750,90.629997,91.087502,91.087502,2278000
2021-06-23,91.199997,91.654999,90.175003,91.152496,91.152496,2190000
2021-06-24,92.000000,92.102501,90.297501,90.875000,90.875000,1283600
2021-06-25,90.842499,91.040001,90.347504,90.555000,90.555000,2419600
2021-06-28,90.627502,90.995003,90.178497,90.705002,90.705002,1820000
2021-06-29,90.705002,91.056252,90.377502,90.940002,90.940002,1412400
2021-06-30,90.782501,90.849998,89.357498,90.577499,90.577499,1504000
2021-07-01,90.847504,91.705002,90.277496,90.847504,90.847504,1308000
2021-07-02,91.160004,91.842499,90.337502,91.397499,91.397499,1164400
2021-07-06,92.292503,93.750000,91.955002,93.732498,93.732498,2226000
2021-07-07,93.752502,94.056252,91.117500,93.637497,93.637497,2454400
2021-07-08,92.474998,93.264999,91.562500,92.540001,92.540001,2302000
2021-07-09,93.070000,94.675003,92.750000,94.507500,94.507500,2066800
2021-07-12,94.362503,94.401001,92.423752,92.724998,92.724998,1001600
2021-07-13,93.292503,93.708748,92.224998,92.495003,92.495003,1454000
2021-07-14,92.955002,93.102501,91.376251,92.312500,92.312500,1115200
2021-07-15,91.941254,92.622498,91.375000,92.012497,92.012497,999600
