Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,100.000000,100.529999,93.239998,94.699997,94.699997,13035100
2020-07-07,93.339996,94.760002,91.559998,92.000000,92.000000,8123400
2020-07-08,92.000000,95.870003,91.510002,94.199997,94.199997,4442200
2020-07-09,95.000000,97.900002,94.500000,96.320000,96.320000,4778100
2020-07-10,96.870003,102.150002,96.400002,100.389999,100.389999,4694000
2020-07-13,100.720001,101.470001,96.239998,96.919998,96.919998,4708400
2020-07-14,95.379997,99.175003,94.400002,97.930000,97.930000,6046800
2020-07-15,98.349998,99.000000,95.750000,96.430000,96.430000,2853800
2020-07-16,95.540001,95.809998,93.500000,94.459999,94.459999,2535600
2020-07-17,95.099998,95.870003,90.949997,91.750000,91.750000,4195200
2020-07-20,91.709999,98.980003,91.459999,97.169998,97.169998,6021600
2020-07-21,98.410004,98.410004,92.620003,93.930000,93.930000,3217500
2020-07-22,94.000000,96.019997,92.919998,93.370003,93.370003,2725400
2020-07-23,93.010002,94.440002,90.589996,91.150002,91.150002,1632800
2020-07-24,89.989998,91.800003,87.559998,90.360001,90.360001,2607300
2020-07-27,91.690002,93.779999,91.000000,91.769997,91.769997,4018100
2020-07-28,91.510002,101.900002,91.510002,98.440002,98.440002,7953500
2020-07-29,100.000000,103.500000,99.000000,102.790001,102.790001,4459400
2020-07-30,101.989998,104.330002,100.580002,102.349998,102.349998,3173300
2020-07-31,103.629997,103.970001,101.546997,102.699997,102.699997,3006600
2020-08-03,103.779999,110.860001,103.065002,110.404999,110.404999,4924600
2020-08-04,110.199997,110.470001,105.989998,107.570000,107.570000,3174800
2020-08-05,119.000000,123.000000,115.309998,120.709999,120.709999,6655200
2020-08-06,117.730003,118.004997,113.879997,113.970001,113.970001,4489600
2020-08-07,114.440002,116.250000,113.029999,115.879997,115.879997,2266800
2020-08-10,117.010002,119.489998,112.690002,115.650002,115.650002,4572400
2020-08-11,115.379997,118.389999,114.870003,115.500000,115.500000,2575300
2020-08-12,115.849998,118.000000,115.419998,115.919998,115.919998,2197700
2020-08-13,118.250000,118.250000,116.690002,117.440002,117.440002,2065400
2020-08-14,118.000000,121.440002,117.650002,118.800003,118.800003,2219700
2020-08-17,118.800003,119.790001,113.559998,114.105003,114.105003,4508000
2020-08-18,114.540001,116.459999,114.099998,115.209999,115.209999,4318500
2020-08-19,114.820000,118.464996,113.940002,114.150002,114.150002,4237500
2020-08-20,113.989998,115.529999,112.160004,113.080002,113.080002,1695100
2020-08-21,113.540001,114.699997,112.404999,112.550003,112.550003,2096400
2020-08-24,113.639999,114.962997,111.010002,111.900002,111.900002,1650400
2020-08-25,110.779999,112.519997,109.559998,112.279999,112.279999,1808400
2020-08-26,113.199997,114.080002,110.949997,112.529999,112.529999,1651600
2020-08-27,112.449997,113.269997,111.339996,111.529999,111.529999,2005900
2020-08-28,112.180000,113.559998,109.870003,111.500000,111.500000,1343300
2020-08-31,111.489998,112.250000,110.440002,111.680000,111.680000,2619500
2020-09-01,110.870003,115.250000,110.870003,113.410004,113.410004,2799800
2020-09-02,114.699997,117.620003,112.879997,117.489998,117.489998,3026700
2020-09-03,114.230003,114.820000,108.809998,110.540001,110.540001,2414800
2020-09-04,108.510002,110.949997,102.080002,105.940002,105.940002,3004000
2020-09-08,102.004997,105.544998,100.250000,102.059998,102.059998,3918400
2020-09-09,104.489998,106.670998,102.129997,105.559998,105.559998,2711100
2020-09-10,106.290001,108.370003,104.169998,105.459999,105.459999,2005400
2020-09-11,106.860001,106.860001,101.650002,103.650002,103.650002,2302400
2020-09-14,105.739998,109.269997,105.739998,108.260002,108.260002,3473700
2020-09-15,109.949997,111.660004,108.709999,110.980003,110.980003,2459900
2020-09-16,110.750000,111.394997,107.790001,108.300003,108.300003,4088500
2020-09-17,107.949997,108.459000,105.650002,107.559998,107.559998,2669000
2020-09-18,107.739998,109.769997,105.360001,108.410004,108.410004,6138400
2020-09-21,106.080002,107.250000,104.205002,106.849998,106.849998,2832300
2020-09-22,108.379997,108.790001,105.459999,106.510002,106.510002,2665700
2020-09-23,106.940002,107.254997,102.410004,102.889999,102.889999,2350200
2020-09-24,101.019997,105.129997,100.610001,103.430000,103.430000,1661600
2020-09-25,103.580002,107.522003,102.769997,105.750000,105.750000,1851700
2020-09-28,107.150002,109.839996,106.775002,108.589996,108.589996,2435300
2020-09-29,108.220001,109.379997,106.629997,109.120003,109.120003,3348000
2020-09-30,108.430000,111.790001,108.430000,110.650002,110.650002,2413600
2020-10-01,112.230003,116.580002,111.129997,116.209999,116.209999,2833600
2020-10-02,113.129997,115.900002,111.629997,111.940002,111.940002,1664000
2020-10-05,112.989998,115.150002,111.680000,114.050003,114.050003,1721600
2020-10-06,113.940002,115.820000,112.790001,114.209999,114.209999,1685900
2020-10-07,114.589996,115.489998,112.125000,114.500000,114.500000,2253900
2020-10-08,115.949997,117.489998,113.099998,113.449997,113.449997,2589800
2020-10-09,113.639999,114.400002,111.660004,112.379997,112.379997,1696700
2020-10-12,112.500000,113.940002,108.849998,110.300003,110.300003,2160200
2020-10-13,112.000000,113.400002,110.389999,111.160004,111.160004,2181600
2020-10-14,111.870003,112.504997,109.279999,109.769997,109.769997,1439400
2020-10-15,108.199997,112.103996,107.050003,111.169998,111.169998,1754500
2020-10-16,112.559998,113.070000,110.419998,112.209999,112.209999,1485600
2020-10-19,112.290001,115.605003,111.589996,113.000000,113.000000,1942000
2020-10-20,113.669998,116.565002,113.220001,114.860001,114.860001,1637400
2020-10-21,116.250000,119.320000,115.589996,118.059998,118.059998,2156300
2020-10-22,117.669998,118.110001,114.513000,116.720001,116.720001,1548300
2020-10-23,118.070000,120.379997,116.529999,120.300003,120.300003,1197600
2020-10-26,118.690002,122.000000,117.653000,119.260002,119.260002,1945700
2020-10-27,119.410004,127.419998,119.309998,125.779999,125.779999,3451300
2020-10-28,123.050003,123.449997,118.129997,118.519997,118.519997,2030400
2020-10-29,119.529999,123.690002,119.000000,122.120003,122.120003,1622300
2020-10-30,121.370003,123.269997,116.239998,116.779999,116.779999,2146500
2020-11-02,117.510002,121.349998,116.230003,118.980003,118.980003,2766500
2020-11-03,119.339996,123.230003,117.680000,121.629997,121.629997,3386600
2020-11-04,124.680000,129.309998,122.279999,128.690002,128.690002,4101800
2020-11-05,132.000000,138.500000,129.139999,134.970001,134.970001,5816700
2020-11-06,134.589996,136.210007,130.199997,132.559998,132.559998,2951500
2020-11-09,136.636993,141.804993,134.149994,137.220001,137.220001,4233300
2020-11-10,137.130005,139.259995,131.279999,132.220001,132.220001,3009600
2020-11-11,133.669998,137.360001,133.070007,133.410004,133.410004,1377500
2020-11-12,133.059998,135.600006,130.380005,131.259995,131.259995,1472800
2020-11-13,131.119995,132.750000,129.380005,131.600006,131.600006,1280800
2020-11-16,133.750000,137.220001,132.014999,134.830002,134.830002,2093000
2020-11-17,134.570007,135.179993,130.720001,131.350006,131.350006,2164300
2020-11-18,133.750000,134.100006,129.610001,131.350006,131.350006,1040800
2020-11-19,131.190002,135.154999,130.199997,132.309998,132.309998,1168500
2020-11-20,131.919998,135.000000,130.330002,130.570007,130.570007,1515500
2020-11-23,131.070007,139.070007,131.070007,138.229996,138.229996,2321700
2020-11-24,137.649994,138.940002,135.080002,138.669998,138.669998,2019700
2020-11-25,139.339996,141.630005,136.869995,139.009995,139.009995,1478500
2020-11-27,139.160004,143.089996,137.880005,139.630005,139.630005,931400
2020-11-30,139.110001,139.785004,135.302994,139.210007,139.210007,2222200
2020-12-01,141.210007,143.820007,140.820007,143.309998,143.309998,2084400
2020-12-02,142.100006,142.100006,137.389999,138.929993,138.929993,1582700
2020-12-03,138.080002,142.789993,138.000000,140.139999,140.139999,1650800
2020-12-04,139.720001,146.130005,139.699997,145.389999,145.389999,2359600
2020-12-07,144.309998,146.660004,142.800003,146.070007,146.070007,1350400
2020-12-08,146.559998,147.399994,144.029999,145.419998,145.419998,1226100
2020-12-09,146.630005,148.645004,142.660004,143.520004,143.520004,2018000
2020-12-10,143.149994,148.089996,141.639999,147.320007,147.320007,2535500
2020-12-11,146.809998,148.500000,144.759995,148.110001,148.110001,1933600
2020-12-14,149.600006,150.550003,144.649994,144.809998,144.809998,2522100
2020-12-15,146.500000,151.179993,145.649994,150.839996,150.839996,2478400
2020-12-16,152.750000,154.899994,151.610001,153.899994,153.899994,2403100
2020-12-17,155.000000,159.529999,148.389999,148.750000,148.750000,4123900
2020-12-18,150.929993,157.220001,150.000000,155.070007,155.070007,10984000
2020-12-21,152.259995,155.529999,148.679993,154.149994,154.149994,2188700
2020-12-22,153.910004,158.399994,153.289993,156.119995,156.119995,1754100
2020-12-23,157.570007,157.570007,153.160004,153.389999,153.389999,1090300
2020-12-24,153.039993,154.149994,151.339996,152.080002,152.080002,1111700
2020-12-28,153.639999,154.744995,146.809998,150.080002,150.080002,2549100
2020-12-29,151.000000,151.199997,148.240005,150.220001,150.220001,1425500
2020-12-30,152.199997,152.660004,150.300003,152.000000,152.000000,816600
2020-12-31,152.250000,152.690002,149.205002,151.190002,151.190002,1555300
2021-01-04,153.309998,153.990005,147.309998,149.919998,149.919998,1758900
2021-01-05,148.539993,151.839996,148.429993,150.289993,150.289993,860300
2021-01-06,147.699997,150.539993,147.160004,148.809998,148.809998,1807000
2021-01-07,149.490005,153.070007,149.460007,152.860001,152.860001,1785700
2021-01-08,154.199997,154.750000,148.753998,151.789993,151.789993,1226600
2021-01-11,151.619995,153.589996,148.270004,151.899994,151.899994,1619800
2021-01-12,152.000000,154.169998,150.729996,153.570007,153.570007,1310600
2021-01-13,154.000000,159.850006,153.580002,155.020004,155.020004,2148900
2021-01-14,156.789993,158.220001,148.029999,149.050003,149.050003,1907100
2021-01-15,149.070007,152.160004,145.089996,150.850006,150.850006,2543800
2021-01-19,151.500000,152.149994,144.009995,146.139999,146.139999,3839500
2021-01-20,147.259995,148.600006,146.190002,147.630005,147.630005,2675600
2021-01-21,148.589996,149.501007,143.360001,144.490005,144.490005,1965000
2021-01-22,143.000000,144.179993,139.550003,141.000000,141.000000,3146600
2021-01-25,141.589996,142.380005,133.360001,139.419998,139.419998,5523200
2021-01-26,139.419998,142.399994,137.552002,138.419998,138.419998,2080800
2021-01-27,135.740005,137.660004,130.000000,131.550003,131.550003,3581500
2021-01-28,132.389999,146.787003,132.199997,141.520004,141.520004,3649900
2021-01-29,141.179993,143.199997,137.160004,139.860001,139.860001,3206000
2021-02-01,142.410004,146.550003,141.304993,145.949997,145.949997,2040400
2021-02-02,149.199997,150.350006,146.399994,150.089996,150.089996,2767000
2021-02-03,146.000000,147.919998,137.580002,138.119995,138.119995,8964200
2021-02-04,141.770004,150.860001,141.199997,150.630005,150.630005,4898100
2021-02-05,151.460007,159.990005,149.699997,159.820007,159.820007,3532600
2021-02-08,160.169998,162.964996,156.770004,159.000000,159.000000,4194200
2021-02-09,159.000000,160.770004,154.029999,158.869995,158.869995,4695100
2021-02-10,165.600006,173.539993,162.524994,171.070007,171.070007,4873600
2021-02-11,171.020004,174.679993,167.199997,172.130005,172.130005,4892000
2021-02-12,172.160004,172.345001,166.850006,169.529999,169.529999,2186500
2021-02-16,170.649994,171.100006,164.460007,164.860001,164.860001,1958300
2021-02-17,162.149994,163.889999,159.539993,160.800003,160.800003,2289800
2021-02-18,159.039993,163.399994,156.279999,162.240005,162.240005,2404500
2021-02-19,164.022003,164.022003,160.000000,160.949997,160.949997,2652200
2021-02-22,159.830002,160.479996,155.880005,156.710007,156.710007,3261500
2021-02-23,155.429993,161.966003,151.149994,161.330002,161.330002,2675700
2021-02-24,160.009995,161.899994,157.279999,160.789993,160.789993,2360700
2021-02-25,159.750000,161.850006,151.089996,151.720001,151.720001,2820000
2021-02-26,152.919998,154.350006,146.485001,152.850006,152.850006,3297200
2021-03-01,157.869995,157.869995,153.880005,156.520004,156.520004,1867200
2021-03-02,156.990005,157.363007,152.130005,152.509995,152.509995,1944100
2021-03-03,151.479996,152.720001,146.121994,147.339996,147.339996,1838100
2021-03-04,146.229996,149.220001,140.009995,143.660004,143.660004,3265300
2021-03-05,149.009995,149.009995,142.179993,146.289993,146.289993,5159300
2021-03-08,146.300003,148.970001,143.494995,145.559998,145.559998,3837400
2021-03-09,148.850006,154.309998,148.850006,152.110001,152.110001,2276100
2021-03-10,152.869995,154.289993,144.875000,146.850006,146.850006,1954500
2021-03-11,150.970001,157.899994,150.520004,155.350006,155.350006,2235100
2021-03-12,154.229996,155.000000,149.339996,153.380005,153.380005,1643200
2021-03-15,152.500000,156.550003,151.809998,153.929993,153.929993,1570700
2021-03-16,155.720001,157.460007,152.139999,154.190002,154.190002,1486300
2021-03-17,151.429993,156.509995,150.250000,154.410004,154.410004,1424800
2021-03-18,151.410004,152.300003,146.330002,147.139999,147.139999,2000900
2021-03-19,147.880005,153.839996,146.360001,152.699997,152.699997,3207400
2021-03-22,153.369995,156.059998,151.839996,154.889999,154.889999,1505400
2021-03-23,154.539993,156.289993,145.854996,145.889999,145.889999,2424300
2021-03-24,146.789993,147.050003,139.210007,139.800003,139.800003,2316000
2021-03-25,138.139999,139.080002,133.270004,134.600006,134.600006,3247100
2021-03-26,134.509995,138.360001,132.320007,138.270004,138.270004,2608600
2021-03-29,137.600006,138.699997,131.800003,133.149994,133.149994,2671300
2021-03-30,132.440002,132.580002,129.679993,131.479996,131.479996,2386500
2021-03-31,133.320007,139.750000,133.320007,137.380005,137.380005,2868200
2021-04-01,139.539993,144.800003,139.500000,142.660004,142.660004,2330300
2021-04-05,142.229996,144.759995,140.630005,144.149994,144.149994,1403900
2021-04-06,144.389999,144.970001,141.899994,143.139999,143.139999,1319500
2021-04-07,142.889999,142.899994,140.070007,141.860001,141.860001,1249600
2021-04-08,143.949997,145.660004,141.070007,145.550003,145.550003,2715100
2021-04-09,144.330002,144.759995,141.485001,143.869995,143.869995,1425300
2021-04-12,145.559998,148.940002,143.539993,144.529999,144.529999,1448600
2021-04-13,142.360001,146.940002,142.360001,146.149994,146.149994,1371400
2021-04-14,146.000000,146.794998,143.899994,144.179993,144.179993,900700
2021-04-15,146.645004,147.710007,145.820007,146.470001,146.470001,1426800
2021-04-16,145.919998,146.539993,144.160004,145.300003,145.300003,1157500
2021-04-19,145.289993,146.750000,143.070007,146.000000,146.000000,964300
2021-04-20,145.330002,145.759995,139.509995,139.720001,139.720001,1493300
2021-04-21,138.300003,141.414993,138.300003,141.050003,141.050003,1768100
2021-04-22,141.289993,146.940002,140.509995,143.479996,143.479996,1386300
2021-04-23,142.809998,149.369995,142.809998,149.009995,149.009995,1982600
2021-04-26,150.884995,152.550003,148.964996,152.500000,152.500000,1510400
2021-04-27,153.470001,158.520004,153.250000,157.800003,157.800003,3012100
2021-04-28,155.440002,159.869003,155.440002,159.130005,159.130005,1743500
2021-04-29,160.139999,160.250000,154.740005,156.550003,156.550003,1933200
2021-04-30,154.259995,157.679993,154.259995,155.630005,155.630005,2126500
2021-05-03,156.259995,156.589996,148.229996,148.440002,148.440002,3298900
2021-05-04,146.679993,148.250000,136.149994,138.929993,138.929993,4812800
2021-05-05,147.000000,152.839996,140.880005,143.669998,143.669998,5260300
2021-05-06,142.160004,145.490005,139.100006,139.960007,139.960007,2575600
2021-05-07,142.740005,148.550003,142.169998,146.190002,146.190002,1978000
2021-05-10,144.149994,145.044998,140.990005,141.809998,141.809998,1641600
2021-05-11,137.500000,147.089996,137.000000,146.399994,146.399994,2085900
2021-05-12,142.880005,144.000000,140.250000,141.619995,141.619995,1680200
2021-05-13,142.945007,144.250000,135.509995,138.399994,138.399994,2305600
2021-05-14,140.130005,142.839996,139.009995,142.190002,142.190002,1397000
2021-05-17,140.350006,141.149994,138.279999,139.990005,139.990005,1405000
2021-05-18,141.699997,142.770004,136.500000,136.860001,136.860001,2452300
2021-05-19,132.690002,139.119995,132.330002,138.839996,138.839996,2550300
2021-05-20,137.240005,143.229996,137.020004,142.779999,142.779999,1556200
2021-05-21,144.080002,145.490005,142.750000,143.320007,143.320007,1252400
2021-05-24,144.179993,148.429993,143.330002,147.300003,147.300003,1745700
2021-05-25,148.490005,149.380005,142.850006,144.259995,144.259995,2175900
2021-05-26,144.979996,146.399994,143.169998,144.639999,144.639999,1549200
2021-05-27,143.869995,145.494995,142.419998,143.009995,143.009995,2229000
2021-05-28,142.630005,145.380005,142.179993,143.380005,143.380005,1624800
2021-06-01,143.869995,145.699997,141.529999,143.220001,143.220001,1883500
2021-06-02,143.220001,143.820007,137.798004,139.429993,139.429993,3088700
2021-06-03,137.830002,140.610001,136.029999,136.809998,136.809998,2466500
2021-06-04,136.595001,138.729996,136.595001,137.929993,137.929993,2160300
2021-06-07,138.020004,143.990005,137.929993,143.479996,143.479996,2110900
2021-06-08,144.100006,145.197006,141.520004,142.850006,142.850006,1935100
2021-06-09,144.880005,144.880005,141.669998,141.770004,141.770004,1140100
2021-06-10,141.000000,142.669998,140.001999,141.880005,141.880005,1384300
2021-06-11,141.690002,141.932007,139.710007,141.570007,141.570007,1473100
2021-06-14,141.850006,145.324997,141.554993,143.860001,143.860001,1473900
2021-06-15,143.589996,144.309998,142.100006,142.339996,142.339996,1102500
2021-06-16,142.600006,145.259995,141.759995,143.020004,143.020004,1715000
2021-06-17,141.889999,151.050003,141.139999,150.250000,150.250000,3008800
2021-06-18,151.119995,155.750000,149.559998,153.919998,153.919998,3776200
2021-06-21,154.520004,157.139999,151.300003,155.720001,155.720001,2235000
2021-06-22,155.960007,159.990005,154.809998,159.059998,159.059998,2443800
2021-06-23,158.820007,162.169998,156.369995,161.529999,161.529999,2034400
2021-06-24,162.600006,167.455002,162.559998,164.270004,164.270004,2195200
2021-06-25,165.470001,165.710007,161.330002,161.990005,161.990005,4200300
2021-06-28,161.139999,162.291000,159.279999,161.529999,161.529999,1922100
2021-06-29,160.500000,162.979996,159.279999,162.279999,162.279999,1285400
2021-06-30,162.270004,163.119995,160.580002,161.250000,161.250000,1532800
2021-07-01,160.600006,163.639999,157.949997,159.479996,159.479996,1881100
2021-07-02,160.410004,163.901993,159.664993,161.399994,161.399994,1270200
2021-07-06,161.350006,163.210007,160.250000,161.240005,161.240005,1076900
2021-07-07,162.490005,162.490005,156.725006,157.690002,157.690002,1438100
2021-07-08,155.809998,158.899994,154.309998,158.250000,158.250000,1217300
2021-07-09,159.759995,162.779999,158.139999,162.630005,162.630005,1436100
2021-07-12,163.210007,164.304001,161.300003,162.839996,162.839996,1385100
2021-07-13,162.750000,166.679993,162.190002,164.610001,164.610001,1760900
2021-07-14,165.250000,166.789993,160.259995,161.529999,161.529999,1354200
2021-07-15,162.100006,164.550003,158.160004,162.830002,162.830002,2185200
